doi	journal	type	n_authors	published	review_available	country	edomain	citations	oa_retracted	time_between	retracted	time_to_retraction
10.1371/journal.pone.0258576	PLOS ONE	Research Article	-0.634083669787924	-0.0328969306109162	TRUE	c("Ethiopia", "Ethiopia")	gmail	10	FALSE	1.07192790403601	FALSE	1417
10.1371/journal.pone.0258624	PLOS ONE	Research Article	1.40305862281141	-0.0495407490857073	TRUE	c("Nepal", "United States of America", "Nepal", "Ethiopia", "Ethiopia", "Nepal", "Nepal", "Ethiopia", "Nepal", "Nepal", "Ethiopia", "Ethiopia")	gmail	6	FALSE	1.19751931374276	FALSE	1404
10.1371/journal.pone.0258642	PLOS ONE	Research Article	-0.634083669787924	-0.0457413909390711	FALSE	Ethiopia	gmail	16	FALSE	-0.811943241565353	FALSE	1407
10.1371/journal.pone.0258652	PLOS ONE	Research Article	0.827966985898966	-0.0669511128503713	FALSE	c("Ethiopia", "Ethiopia", "Ethiopia", "Ethiopia")	gmail	3	FALSE	-0.531777789142587	FALSE	1390
10.1371/journal.pone.0258662	PLOS ONE	Research Article	0.167409661548329	-0.0495407490857073	TRUE	c("United States of America", "United States of America", "Ethiopia", "Ethiopia", "Ethiopia", "Ethiopia")	edu	9	FALSE	0.328040323465212	FALSE	1404
10.1371/journal.pone.0258715	PLOS ONE	Research Article	-0.953496158963877	-0.0495407490857073	TRUE	c("Ethiopia", "Norway", "Ethiopia", "Norway")	gmail	3	FALSE	1.69988495256979	FALSE	1404
10.1371/journal.pone.0258718	PLOS ONE	Research Article	-0.345312706375261	-0.0393540641997983	TRUE	c("Ethiopia", "Ethiopia")	gmail	15	FALSE	1.31344984577977	FALSE	1412
10.1371/journal.pone.0258742	PLOS ONE	Research Article	-0.634083669787924	-0.0632640253164581	FALSE	c("Ethiopia", "Ethiopia")	c("gmail", "edu")	6	FALSE	0.154144525409702	FALSE	1393
10.1371/journal.pone.0258784	PLOS ONE	Research Article	-0.345312706375261	-0.0495407490857073	TRUE	c("Ethiopia", "Ethiopia", "Ethiopia")	yahoo	7	FALSE	0.134822770070201	FALSE	1404
10.1371/journal.pone.0258806	PLOS ONE	Research Article	-0.345312706375261	-0.0328969306109162	FALSE	Ethiopia	gmail	15	FALSE	-0.396525501766079	FALSE	1417
10.1371/journal.pone.0258844	PLOS ONE	Research Article	-0.345312706375261	-0.0991075388040364	FALSE	c("South Africa", "Nigeria", "Ethiopia", "Ghana", "Ghana", "Australia", "Australia")	gmail	43	FALSE	-0.0487339056550595	FALSE	1363
10.1371/journal.pone.0258930	PLOS ONE	Research Article	-0.634083669787924	-0.0419173081190292	TRUE	c("Ethiopia", "Ethiopia", "Ethiopia")	gmail	17	FALSE	-0.05839478332481	FALSE	1410
10.1371/journal.pone.0258938	PLOS ONE	Research Article	-1.31604562218867	-0.0495407490857073	TRUE	c("Ethiopia", "Ethiopia")	yahoo	1	FALSE	2.89783378361886	FALSE	1404
