"Year","Doctype","Publisher","Venue","Title","DOI","Citations","Altmetric","Decision","PubPeer Users"
"2013","article","Public Library of Science (PLoS)","PLOS ONE","Ginsenoside Rg-1 Protects Retinal Pigment Epithelium (RPE) Cells from Cobalt Chloride (CoCl2) and Hypoxia Assaults","10.1371/journal.pone.0084171","69","2","2024-05-24 expression of concern","Elisabeth M Bik, Peer 1, Unregistered Submission, Peer 3"
"2016","article","Public Library of Science (PLoS)","PLOS ONE","Prediction of Pneumonia in Acute Stroke Patients Using Tongue Pressure Measurements","10.1371/journal.pone.0165837","68","8","2023-01-11 expression of concern","–"
"2019","article","Public Library of Science (PLoS)","PLOS ONE","InDel markers: An extended marker resource for molecular breeding in chickpea","10.1371/journal.pone.0213999","67","8","2026-06-01 expression of concern","–"
"2023","article","Public Library of Science (PLoS)","PLOS Computational Biology","HiSV: A control-free method for structural variation detection from Hi-C data","10.1371/journal.pcbi.1010760","67","3","2025-04-17 expression of concern","–"
"2014","article","Public Library of Science (PLoS)","PLOS ONE","DUSP1 Is a Novel Target for Enhancing Pancreatic Cancer Cell Sensitivity to Gemcitabine","10.1371/journal.pone.0084982","65","3","2020-05-21 expression of concern","Hedeoma Pulegioides, Cremanthodium Lineare"
"2012","article","Public Library of Science (PLoS)","PLOS ONE","Differential Effects of UCHL1 Modulation on Alpha-Synuclein in PD-Like Models of Alpha-Synucleinopathy","10.1371/journal.pone.0034713","65","1","2025-02-21 expression of concern","Dysdera Arabisenen, Arctostaphylos Manzanita"
"2013","article","Public Library of Science (PLoS)","PLOS ONE","Triglyceride-Rich Lipoprotein Modulates Endothelial Vascular Cell Adhesion Molecule (VCAM)-1 Expression via Differential Regulation of Endoplasmic Reticulum Stress","10.1371/journal.pone.0078322","65","1","2024-03-13 expression of concern","Elisabeth M Bik, Illex Illecebrosus"
"2016","article","Public Library of Science (PLoS)","PLOS ONE","The Multidisciplinary Swallowing Team Approach Decreases Pneumonia Onset in Acute Stroke Patients","10.1371/journal.pone.0154608","64","22","2023-01-11 expression of concern","–"
"2012","article","Public Library of Science (PLoS)","PLOS ONE","General Sensitization of Melanoma Cells for TRAIL-Induced Apoptosis by the Potassium Channel Inhibitor TRAM-34 Depends on Release of SMAC","10.1371/journal.pone.0039290","64","5","2025-04-28 expression of concern","Baetis Maderensis, Rice Stripe, Nicotiana Kawakamii"
"2014","article","Public Library of Science (PLoS)","PLOS ONE","MiR-23a Facilitates the Replication of HSV-1 through the Suppression of Interferon Regulatory Factor 1","10.1371/journal.pone.0114021","64","5","2020-05-29 expression of concern","Elisabeth M Bik, Actinopolyspora Biskrensis"
"2018","article","Public Library of Science (PLoS)","PLOS ONE","Differential expression and function of CAIX and CAXII in breast cancer: A comparison between tumorgraft models and cells","10.1371/journal.pone.0199476","64","3","2025-07-03 expression of concern","Leonid Schneider, Actinopolyspora Biskrensis"
"2019","article","Public Library of Science (PLoS)","PLOS Genetics","NKILA represses nasopharyngeal carcinoma carcinogenesis and metastasis by NF-κB pathway inhibition","10.1371/journal.pgen.1008325","63","2","2022-08-16 expression of concern","Hoya Camphorifolia, Acacia Aulacophylla, Geoglossum Inflatum"
"2021","article","Public Library of Science (PLoS)","PLOS ONE","Menstrual hygiene practices among high school girls in urban areas in Northeastern Ethiopia: A neglected issue in water, sanitation, and hygiene research","10.1371/journal.pone.0248825","63","1","2025-07-29 expression of concern","–"
"2016","article","Public Library of Science (PLoS)","PLOS Neglected Tropical Diseases","Head Lice of Pygmies Reveal the Presence of Relapsing Fever Borreliae in the Republic of Congo","10.1371/journal.pntd.0005142","62","5","2022-12-13 expression of concern","Elisabeth M Bik, Smerinthus Ocellata"
"2012","article","Public Library of Science (PLoS)","PLOS ONE","Rickettsia Species in African Anopheles Mosquitoes","10.1371/journal.pone.0048254","62","2","2022-12-13 expression of concern","Elisabeth M Bik, Hoya Camphorifolia"
"2014","article","Public Library of Science (PLoS)","PLOS ONE","MicroRNA-152 Regulates DNA Methyltransferase 1 and Is Involved in the Development and Lactation of Mammary Glands in Dairy Cows","10.1371/journal.pone.0101358","62","1","2020-06-29 expression of concern","Elisabeth M Bik, Peer 1"
"2014","article","Public Library of Science (PLoS)","PLOS ONE","Atypical Mismatch Negativity in Response to Emotional Voices in People with Autism Spectrum Conditions","10.1371/journal.pone.0102471","61","9","2021-08-16 expression of concern","Tomato Yellow"
"2010","article","Public Library of Science (PLoS)","PLOS ONE","Cyclin B1/Cdk1 Phosphorylation of Mitochondrial p53 Induces Anti-Apoptotic Response","10.1371/journal.pone.0012341","61","4","2019-07-25 expression of concern","Peer 1, Vibrio Salilacus, Jian Jian Li"
"2012","article","Public Library of Science (PLoS)","PLOS ONE","Schisandrin B Attenuates Cancer Invasion and Metastasis Via Inhibiting Epithelial-Mesenchymal Transition","10.1371/journal.pone.0040480","61","3","2022-09-29 expression of concern","–"
"2012","article","Public Library of Science (PLoS)","PLOS ONE","Ontological Differences in First Compared to Third Trimester Human Fetal Placental Chorionic Stem Cells","10.1371/journal.pone.0043395","60","11","2025-08-01 expression of concern","Actinopolyspora Biskrensis, Illex Illecebrosus, Pascale V. Guillot"
"2021","article","Public Library of Science (PLoS)","PLOS ONE","Real-time recognition of spraying area for UAV sprayers using a deep learning approach","10.1371/journal.pone.0249436","60","7","2025-06-20 expression of concern","–"
"2011","article","Public Library of Science (PLoS)","PLOS ONE","Distinct Characteristics of Circulating Vascular Endothelial Growth Factor-A and C Levels in Human Subjects","10.1371/journal.pone.0029351","60","1","2023-01-11 expression of concern","–"
"2019","article","Public Library of Science (PLoS)","PLOS ONE","Steady expression of high oleic acid in peanut bred by marker-assisted backcrossing for fatty acid desaturase mutant alleles and its effect on seed germination along with other seedling traits","10.1371/journal.pone.0226252","60","1","2026-06-01 expression of concern","–"
"2021","article","Public Library of Science (PLoS)","PLOS ONE","The introduction of a mandatory mask policy was associated with significantly reduced COVID-19 cases in a major metropolitan city","10.1371/journal.pone.0253510","59","817","2023-04-21 expression of concern","Kyle Sheldrick, Gerris Caucasicus"
"2019","article","Public Library of Science (PLoS)","PLOS Genetics","Exome sequencing in multiple sclerosis families identifies 12 candidate genes and nominates biological pathways for the genesis of disease","10.1371/journal.pgen.1008180","58","138","2019-10-11 expression of concern","Actinopolyspora Biskrensis, Euplotes Qatarensis"
"2013","article","Public Library of Science (PLoS)","PLOS ONE","The Antimetastatic Effects of Resveratrol on Hepatocellular Carcinoma through the Downregulation of a Metastasis-Associated Protease by SP-1 Modulation","10.1371/journal.pone.0056661","58","8","2024-07-03 expression of concern","Elisabeth M Bik, Anemone Sellowii"
"2013","article","Public Library of Science (PLoS)","PLOS ONE","Activation of Notch Signaling Is Required for Cholangiocarcinoma Progression and Is Enhanced by Inactivation of p53 In Vivo","10.1371/journal.pone.0077433","58","5","2019-12-05 expression of concern","Leonid Schneider, Lotus Azoricus, Campanula Velata"
"2023","article","Public Library of Science (PLoS)","PLOS Genetics","EARLY FLOWERING 3 interactions with PHYTOCHROME B and PHOTOPERIOD1 are critical for the photoperiodic regulation of wheat heading time","10.1371/journal.pgen.1010655","58","1","2023-12-20 expression of concern","Gerris Pingreensis"
"2016","article","Public Library of Science (PLoS)","PLOS ONE","Mapping Quantitative Trait Loci of Resistance to Tomato Spotted Wilt Virus and Leaf Spots in a Recombinant Inbred Line Population of Peanut (Arachis hypogaea L.) from SunOleic 97R and NC94022","10.1371/journal.pone.0158452","58","1","2026-06-01 expression of concern","–"
"2014","article","Public Library of Science (PLoS)","PLOS ONE","Identification of CD24 as a Cancer Stem Cell Marker in Human Nasopharyngeal Carcinoma","10.1371/journal.pone.0099412","57","19","2019-01-03 expression of concern","Elisabeth M Bik, Peer 1, Unregistered Submission, Hsin-Chih Lai"
"2012","article","Public Library of Science (PLoS)","PLOS ONE","Carbapenem Resistance and Acinetobacter baumannii in Senegal: The Paradigm of a Common Phenomenon in Natural Reservoirs","10.1371/journal.pone.0039495","57","5","2022-12-13 expression of concern","Elisabeth M Bik, Encoelia Furfuracea, Nesobasis Malcolmi"
"2014","article","Public Library of Science (PLoS)","PLOS ONE","Effects of Maternal Smoking on the Placental Expression of Genes Related to Angiogenesis and Apoptosis during the First Trimester","10.1371/journal.pone.0106140","56","4","2023-01-11 expression of concern","–"
"2011","article","Public Library of Science (PLoS)","PLOS Neglected Tropical Diseases","Cell-Associated Flagella Enhance the Protection Conferred by Mucosally-Administered Attenuated Salmonella Paratyphi A Vaccines","10.1371/journal.pntd.0001373","56","3","2024-05-06 expression of concern","Elisabeth M Bik"
"2016","article","Public Library of Science (PLoS)","PLOS ONE","miR-130b-3p Modulates Epithelial-Mesenchymal Crosstalk in Lung Fibrosis by Targeting IGF-1","10.1371/journal.pone.0150418","56","1","2022-02-03 expression of concern","Linaria Rubioides, Dianhua Jiang, René Aquarius"
"2012","article","Public Library of Science (PLoS)","PLOS ONE","Serological Evidence of Ebola Virus Infection in Indonesian Orangutans","10.1371/journal.pone.0040740","55","60","	- expression of concern","Peer 1"
"2019","article","Public Library of Science (PLoS)","PLOS ONE","Liberals lecture, conservatives communicate: Analyzing complexity and ideology in 381,609 political speeches","10.1371/journal.pone.0208450","54","100","2022-11-14 expression of concern","–"
"2013","article","Public Library of Science (PLoS)","PLOS Neglected Tropical Diseases","Protective Role of Acetylsalicylic Acid in Experimental Trypanosoma cruzi Infection: Evidence of a 15-epi-Lipoxin A4-Mediated Effect","10.1371/journal.pntd.0002173","54","9","2024-09-05 expression of concern","Elisabeth M Bik, Aneurus Inconstans, Rodrigo López-Muñoz, Illex Illecebrosus"
"2008","article","Public Library of Science (PLoS)","PLOS Genetics","Protein Under-Wrapping Causes Dosage Sensitivity and Decreases Gene Duplicability","10.1371/journal.pgen.0040011","53","14","2015-09-14 expression of concern","Peer 1, Unregistered Submission, Peer 2, Peer 3"
"2017","article","Public Library of Science (PLoS)","PLOS ONE","Neoadjuvant chemotherapy versus primary debulking surgery in advanced epithelial ovarian cancer: A meta-analysis of peri-operative outcome","10.1371/journal.pone.0186725","53","6","2023-05-04 expression of concern","–"
"2015","article","Public Library of Science (PLoS)","PLOS ONE","Insulin Protects Cardiac Myocytes from Doxorubicin Toxicity by Sp1-Mediated Transactivation of Survivin","10.1371/journal.pone.0135438","53","2","2023-05-11 expression of concern","–"
"2012","article","Public Library of Science (PLoS)","PLOS ONE","The Gene Expression Analysis of Blood Reveals S100A11 and AQP9 as Potential Biomarkers of Infective Endocarditis","10.1371/journal.pone.0031490","53","1","2022-12-13 expression of concern","Elisabeth M Bik, Hoya Camphorifolia"
"2017","article","Public Library of Science (PLoS)","PLOS ONE","Prognostic significance of neutrophil-to-lymphocyte ratio in diffuse large B-cell lymphoma: A meta-analysis","10.1371/journal.pone.0176008","53","0","2022-11-10 expression of concern","–"
"2016","article","Public Library of Science (PLoS)","PLOS ONE","Prognostic Significance of Neutrophil-to-Lymphocyte Ratio in Colorectal Liver Metastasis: A Systematic Review and Meta-Analysis","10.1371/journal.pone.0159447","52","1","2023-07-03 expression of concern","–"
"2013","article","Public Library of Science (PLoS)","PLOS ONE","The MAPK Pathway Signals Telomerase Modulation in Response to Isothiocyanate-Induced DNA Damage of Human Liver Cancer Cells","10.1371/journal.pone.0053240","52","0","2026-03-09 expression of concern","Gerris Caucasicus, Paenibacillus Urinalis"
"2021","article","Public Library of Science (PLoS)","PLOS ONE","Comparative phenotypic, genotypic and genomic analyses of Bacillus thuringiensis associated with foodborne outbreaks in France","10.1371/journal.pone.0246885","51","20","2023-05-01 expression of concern","–"
"2022","article","Public Library of Science (PLoS)","PLOS Genetics","MiR172-APETALA2-like genes integrate vernalization and plant age to control flowering time in wheat","10.1371/journal.pgen.1010157","51","10","2023-09-19 expression of concern","Gerris Pingreensis"
"2018","article","Public Library of Science (PLoS)","PLOS Neglected Tropical Diseases","Antivirus effectiveness of ivermectin on dengue virus type 2 in Aedes albopictus","10.1371/journal.pntd.0006934","50","585","2022-01-11 expression of concern","Guillaume Cabanac, Kyle Sheldrick"
"2019","article","Public Library of Science (PLoS)","PLOS ONE","Extensive culturomics of 8 healthy samples enhances metagenomics efficiency","10.1371/journal.pone.0223543","50","9","2022-12-13 expression of concern","Elisabeth M Bik, Mesembrina Resplendens"
"2008","article","Public Library of Science (PLoS)","PLOS Pathogens","The Uptake of Apoptotic Cells Drives Coxiella burnetii Replication and Macrophage Polarization: A Model for Q Fever Endocarditis","10.1371/journal.ppat.1000066","50","7","2022-12-13 expression of concern","Elisabeth M Bik"
"2015","article","Public Library of Science (PLoS)","PLOS Neglected Tropical Diseases","Mansonella, including a Potential New Species, as Common Parasites in Children in Gabon","10.1371/journal.pntd.0004155","50","6","2022-12-13 expression of concern","Elisabeth M Bik"
"2013","article","Public Library of Science (PLoS)","PLOS ONE","RETRACTED > Neurotoxicity Induced by Bupivacaine via T-Type Calcium Channels in SH-SY5Y Cells","10.1371/journal.pone.0062942","50","1","2019-09-12 expression of concern","Elisabeth M Bik, Actinopolyspora Biskrensis, Cicindela Batesi, Xianjie Wen, Coniochaeta Malacotricha, Stenogrammitis Myosuroides"
"2019","article","Public Library of Science (PLoS)","PLOS ONE","A novel image encryption technique using hybrid method of discrete dynamical chaotic maps and Brownian motion","10.1371/journal.pone.0225031","50","0","2025-12-19 expression of concern","Tricholoma Atrodiscum"
"2013","article","Public Library of Science (PLoS)","PLOS ONE","Minocycline Suppresses Interleukine-6, Its Receptor System and Signaling Pathways and Impairs Migration, Invasion and Adhesion Capacity of Ovarian Cancer Cells: In Vitro and In Vivo Studies","10.1371/journal.pone.0060817","49","11","2024-02-02 expression of concern","Actinopolyspora Biskrensis"
"2019","article","Public Library of Science (PLoS)","PLOS ONE","Metagenomic analyses of the gut microbiota associated with colorectal adenoma","10.1371/journal.pone.0212406","49","3","2023-01-11 expression of concern","–"
"2016","article","Public Library of Science (PLoS)","PLOS ONE","Prognostic Value of Serum Lactate Dehydrogenase in Renal Cell Carcinoma: A Systematic Review and Meta-Analysis","10.1371/journal.pone.0166482","49","0","2023-04-21 expression of concern","–"
"2020","article","Public Library of Science (PLoS)","PLOS ONE","Development of plasma and whole blood taurine reference ranges and identification of dietary features associated with taurine deficiency and dilated cardiomyopathy in golden retrievers: A prospective, observational study","10.1371/journal.pone.0233206","48","52","2020-09-09 expression of concern","Hyptis Pachyarthra"
"2019","article","Public Library of Science (PLoS)","PLOS ONE","Specific clones of Trichomonas tenax are associated with periodontitis","10.1371/journal.pone.0213338","48","13","2022-12-13 expression of concern","Elisabeth M Bik, Hoya Camphorifolia, Mesembrina Resplendens, Oocystis Apiculata"
"2008","article","Public Library of Science (PLoS)","PLOS ONE","Induction of ErbB-3 Expression by α6β4 Integrin Contributes to Tamoxifen Resistance in ERβ1-Negative Breast Carcinomas","10.1371/journal.pone.0001592","48","12","2022-03-25 expression of concern","Peer 1, Synanthedon Fulvipes, Notadusta Martini"
"2013","article","Public Library of Science (PLoS)","PLOS ONE","NF-κB and CREB Are Required for Angiotensin II Type 1 Receptor Upregulation in Neurons","10.1371/journal.pone.0078695","48","5","2023-11-02 expression of concern","Elisabeth M Bik, Illex Illecebrosus, Irving H. Zucker"
"2024","article","Public Library of Science (PLoS)","PLOS ONE","Classification of white blood cells (leucocytes) from blood smear imagery using machine and deep learning models: A global scoping review","10.1371/journal.pone.0292026","48","0","2026-07-07 expression of concern","Hoya Camphorifolia"
"2015","article","Public Library of Science (PLoS)","PLOS ONE","The Complete Mitochondrial Genome of the Foodborne Parasitic Pathogen Cyclospora cayetanensis","10.1371/journal.pone.0128645","47","3","2023-02-21 expression of concern","–"
"2013","article","Public Library of Science (PLoS)","PLOS Neglected Tropical Diseases","Multiplex Real-Time PCR Diagnostic of Relapsing Fevers in Africa","10.1371/journal.pntd.0002042","46","17","2022-12-13 expression of concern","Elisabeth M Bik"
"2018","article","Public Library of Science (PLoS)","PLOS ONE","Metabarcoding analysis of eukaryotic microbiota in the gut of HIV-infected patients","10.1371/journal.pone.0191913","46","17","2022-12-13 expression of concern","Elisabeth M Bik, Mesembrina Resplendens, Orius Sauteri, Dryocopus Fulvus"
"2013","article","Public Library of Science (PLoS)","PLOS ONE","Iron-Ascorbate-Mediated Lipid Peroxidation Causes Epigenetic Changes in the Antioxidant Defense in Intestinal Epithelial Cells: Impact on Inflammation","10.1371/journal.pone.0063456","46","11","2022-04-14 expression of concern","Elisabeth M Bik, Guillaume Cabanac"
"2017","article","Public Library of Science (PLoS)","PLOS ONE","Comparison of 18F-FDG PET/CT and DWI for detection of mediastinal nodal metastasis in non-small cell lung cancer: A meta-analysis","10.1371/journal.pone.0173104","46","3","2024-02-14 expression of concern","–"
"2017","article","Public Library of Science (PLoS)","PLOS ONE","The low expression of miR-451 predicts a worse prognosis in non-small cell lung cancer cases","10.1371/journal.pone.0181270","46","2","2023-01-18 expression of concern","–"
"2014","article","Public Library of Science (PLoS)","PLOS ONE","Cooperativity of Oncogenic K-Ras and Downregulated p16/INK4A in Human Pancreatic Tumorigenesis","10.1371/journal.pone.0101452","46","0","2019-11-08 expression of concern","Aeschynomene Indica"
"2014","article","Public Library of Science (PLoS)","PLOS ONE","Clinicopathological Significance and Prognostic Value of Lactate Dehydrogenase A Expression in Gastric Cancer Patients","10.1371/journal.pone.0091068","46","0","2022-08-23 expression of concern","–"
"2018","article","Public Library of Science (PLoS)","PLOS ONE","Hippo signaling pathway is altered in Duchenne muscular dystrophy","10.1371/journal.pone.0205514","45","10","2024-06-27 expression of concern","Actinopolyspora Biskrensis, Johanneshowellia Crateriorum"
"2011","article","Public Library of Science (PLoS)","PLOS ONE","The p53 Tumor Suppressor Is Stabilized by Inhibitor of Growth 1 (ING1) by Blocking Polyubiquitination","10.1371/journal.pone.0021065","45","5","2026-04-07 expression of concern","Fomitiporia Bakeri, Henosepilachna Firma, Karl Riabowol"
"2014","article","Public Library of Science (PLoS)","PLOS ONE","Mucuna pruriens (Velvet bean) Rescues Motor, Olfactory, Mitochondrial and Synaptic Impairment in PINK1B9 Drosophila melanogaster Genetic Model of Parkinson’s Disease","10.1371/journal.pone.0110802","45","4","2020-04-01 expression of concern","Actinopolyspora Biskrensis, Lasiomerus Annulatus, Elmantis Trincomaliae"
"2016","article","Public Library of Science (PLoS)","PLOS Neglected Tropical Diseases","Deprivation of L-Arginine Induces Oxidative Stress Mediated Apoptosis in Leishmania donovani Promastigotes: Contribution of the Polyamine Pathway","10.1371/journal.pntd.0004373","44","14","2021-07-08 expression of concern","Peer 1, Peer 2, Syrphoctonus Signatus, Drosophila Ambochila"
"2013","article","Public Library of Science (PLoS)","PLOS Neglected Tropical Diseases","A Potential Role for the Interaction of Wolbachia Surface Proteins with the Brugia malayi Glycolytic Enzymes and Cytoskeleton in Maintenance of Endosymbiosis","10.1371/journal.pntd.0002151","44","2","2023-12-29 expression of concern","Elisabeth M Bik, Illex Illecebrosus"
"2017","article","Public Library of Science (PLoS)","PLOS ONE","Prognostic value of programmed cell death ligand 1 expression in patients with head and neck cancer: A systematic review and meta-analysis","10.1371/journal.pone.0179536","44","2","2022-11-28 expression of concern","–"
"2013","article","Public Library of Science (PLoS)","PLOS ONE","Distinguishing Body Lice from Head Lice by Multiplex Real-Time PCR Analysis of the Phum_PHUM540560 Gene","10.1371/journal.pone.0058088","43","15","2022-12-13 expression of concern","Elisabeth M Bik, Encoelia Furfuracea, Nabis Subcoleoptratus"
"2013","article","Public Library of Science (PLoS)","PLOS ONE","Development and Validation of a Microarray for the Investigation of the CAZymes Encoded by the Human Gut Microbiome","10.1371/journal.pone.0084033","43","9","2022-12-13 expression of concern","Elisabeth M Bik, Hoya Camphorifolia, Ipomoea Simulans"
"2021","article","Public Library of Science (PLoS)","PLOS ONE","Facemask wearing to prevent COVID-19 transmission and associated factors among taxi drivers in Dessie City and Kombolcha Town, Ethiopia","10.1371/journal.pone.0247954","43","7","2025-07-08 expression of concern","–"
"2012","article","Public Library of Science (PLoS)","PLOS ONE","HTLV-1 Tax Mediated Downregulation of miRNAs Associated with Chromatin Remodeling Factors in T Cells with Stably Integrated Viral Promoter","10.1371/journal.pone.0034490","43","3","2020-02-18 expression of concern","Peer 1, Unregistered Submission, Cephalotes Trichophorus"
"2013","article","Public Library of Science (PLoS)","PLOS ONE","HGF and c-Met Interaction Promotes Migration in Human Chondrosarcoma Cells","10.1371/journal.pone.0053974","43","1","2024-01-11 expression of concern","Elisabeth M Bik, Salsola Zygophylla, Anemone Sellowii, Chih-Hsin Tang"
"2014","article","Public Library of Science (PLoS)","PLOS ONE","Meta-Analysis Assessment of GP210 and SP100 for the Diagnosis of Primary Biliary Cirrhosis","10.1371/journal.pone.0101916","43","0","2026-05-05 expression of concern","–"
"2013","article","Public Library of Science (PLoS)","PLOS ONE","The Orai-1 and STIM-1 Complex Controls Human Dendritic Cell Maturation","10.1371/journal.pone.0061595","42","10","2020-04-02 expression of concern","Elisabeth M Bik, Elmantis Trincomaliae"
"2018","article","Public Library of Science (PLoS)","PLOS ONE","Split inactivated COBRA vaccine elicits protective antibodies against H1N1 and H3N2 influenza viruses","10.1371/journal.pone.0204284","42","4","2024-01-10 expression of concern","Elisabeth M Bik"
"2020","article","Public Library of Science (PLoS)","PLOS ONE","Pneumonia remains a leading public health problem among under-five children in peri-urban areas of north-eastern Ethiopia","10.1371/journal.pone.0235818","42","0","2025-10-10 expression of concern","–"
"2014","article","Public Library of Science (PLoS)","PLOS Biology","The RSF1 Histone-Remodelling Factor Facilitates DNA Double-Strand Break Repair by Recruiting Centromeric and Fanconi Anaemia Proteins","10.1371/journal.pbio.1001856","41","11","2024-05-07 expression of concern","Elisabeth M Bik"
"2019","article","Public Library of Science (PLoS)","PLOS ONE","Effect of three different forms of handling on the variation of aggression-associated parameters in individually and group-housed male C57BL/6NCrl mice","10.1371/journal.pone.0215367","41","4","2023-11-09 expression of concern","–"
"2013","article","Public Library of Science (PLoS)","PLOS ONE","MRI-Based Analysis of Intracerebral Hemorrhage in Mice Reveals Relationship between Hematoma Expansion and the Severity of Symptoms","10.1371/journal.pone.0067691","41","0","2023-01-11 expression of concern","–"
"2013","article","Public Library of Science (PLoS)","PLOS Genetics","RETRACTED > RNAi-Dependent and Independent Control of LINE1 Accumulation and Mobility in Mouse Embryonic Stem Cells","10.1371/journal.pgen.1003791","40","25","2015-06-29 expression of concern","Unregistered Submission, Peer 1, Peer 2, Peer 4"
"2011","article","Public Library of Science (PLoS)","PLOS ONE","RETRACTED > Antitumor Activity of Sorafenib in Human Cancer Cell Lines with Acquired Resistance to EGFR and VEGFR Tyrosine Kinase Inhibitors","10.1371/journal.pone.0028841","40","8","2019-04-11 expression of concern","Unregistered Submission, Indigofera Tanganyikensis, Hoya Camphorifolia, Crocus Pelistericus, Aspicarpa Salicifolia, Podandrogyne Mathewsii"
"2016","article","Public Library of Science (PLoS)","PLOS ONE","Production Conditions Affect the In Vitro Anti-Tumoral Effects of a High Concentration Multi-Strain Probiotic Preparation","10.1371/journal.pone.0163216","40","7","2019-02-07 expression of concern","Eukoenenia Bonadonai"
"2011","article","Public Library of Science (PLoS)","PLOS ONE","Regulation of Brown Fat Adipogenesis by Protein Tyrosine Phosphatase 1B","10.1371/journal.pone.0016446","40","0","2023-12-21 expression of concern","Actinopolyspora Biskrensis"
"2013","article","Public Library of Science (PLoS)","PLOS ONE","Serologic Prevalence of Amoeba-Associated Microorganisms in Intensive Care Unit Pneumonia Patients","10.1371/journal.pone.0058111","40","0","2022-12-13 expression of concern","Elisabeth M Bik"
"2014","article","Public Library of Science (PLoS)","PLOS ONE","Distinct Interactions with Cellular E-Cadherin of the Two Virulent Metalloproteinases Encoded by a Bacteroides fragilis Pathogenicity Island","10.1371/journal.pone.0113896","40","0","2022-06-06 expression of concern","Elisabeth M Bik, Hoya Camphorifolia"
"2018","article","Public Library of Science (PLoS)","PLOS Neglected Tropical Diseases","Body lice of homeless people reveal the presence of several emerging bacterial pathogens in northern Algeria","10.1371/journal.pntd.0006397","39","7","2022-12-13 expression of concern","Elisabeth M Bik, Philippe Parola"
"2013","article","Public Library of Science (PLoS)","PLOS ONE","Secretory Phosphatases Deficient Mutant of Mycobacterium tuberculosis Imparts Protection at the Primary Site of Infection in Guinea Pigs","10.1371/journal.pone.0077930","39","3","2022-11-10 expression of concern","Hernandia Lychnifera, Ramandeep Singh"
"2013","article","Public Library of Science (PLoS)","PLOS ONE","Microenvironment Promotes Tumor Cell Reprogramming in Human Breast Cancer Cell Lines","10.1371/journal.pone.0083770","39","1","2019-05-31 expression of concern","Unregistered Submission, Clerodendrum Cephalanthum, Molineria Villosa, Vellozia Abietina"
"2024","article","Public Library of Science (PLoS)","PLOS ONE","Hybrid feature selection and classification technique for early prediction and severity of diabetes type 2","10.1371/journal.pone.0292100","39","0","2025-05-08 expression of concern","Guillaume Cabanac"
"2008","article","Public Library of Science (PLoS)","PLOS Neglected Tropical Diseases","A Single-Step Sequencing Method for the Identification of Mycobacterium tuberculosis Complex Species","10.1371/journal.pntd.0000253","38","23","2022-12-13 expression of concern","Elisabeth M Bik, Pterocarpus Officinalis"
"2021","article","Public Library of Science (PLoS)","PLOS ONE","Construction of a high-density genetic map and QTL analysis for yield, yield components and agronomic traits in chickpea (Cicer arietinum L.)","10.1371/journal.pone.0251669","38","5","2026-06-01 expression of concern","Desmococcus Antarctica"
"2013","article","Public Library of Science (PLoS)","PLOS ONE","Enhancement of Differentiation and Mineralisation of Osteoblast-like Cells by Degenerate Electrical Waveform in an In Vitro Electrical Stimulation Model Compared to Capacitive Coupling","10.1371/journal.pone.0072978","38","3","2026-01-20 expression of concern","Epistaurus Meridionalis"
"2012","article","Public Library of Science (PLoS)","PLOS ONE","Akt Mediates Metastasis-Associated Gene 1 (MTA1) Regulating the Expression of E-cadherin and Promoting the Invasiveness of Prostate Cancer Cells","10.1371/journal.pone.0046888","38","2","2022-04-07 expression of concern","Elisabeth M Bik, Hoya Camphorifolia, Lotus Azoricus, Hongyan Wang"
"2014","article","Public Library of Science (PLoS)","PLOS ONE","How the Venom from the Ectoparasitoid Wasp Nasonia vitripennis Exhibits Anti-Inflammatory Properties on Mammalian Cell Lines","10.1371/journal.pone.0096825","38","1","2025-05-20 expression of concern","Elisabeth M Bik, Halarachnion Parvum"
"2013","article","Public Library of Science (PLoS)","PLOS ONE","A Rational Diagnostic Algorithm for the Identification of ALK Rearrangement in Lung Cancer: A Comprehensive Study of Surgically Treated Japanese Patients","10.1371/journal.pone.0069794","38","1","2023-01-11 expression of concern","–"
"2023","article","Public Library of Science (PLoS)","PLOS ONE","Utilization of complementary and alternative medicine (CAM) by women with breast cancer or gynecological cancer","10.1371/journal.pone.0285718","38","1","2025-12-18 expression of concern","–"
"2012","article","Public Library of Science (PLoS)","PLOS ONE","Anti-Tumor Effects of the Peptide TMTP1-GG-D(KLAKLAK)2 on Highly Metastatic Cancers","10.1371/journal.pone.0042685","37","12","2020-04-14 expression of concern","Actinopolyspora Biskrensis, Lotus Azoricus, Marsilea Crenata"
"2020","article","Public Library of Science (PLoS)","PLOS ONE","Impact of smoking cessation, coffee and bread consumption on the intestinal microbial composition among Saudis: A cross-sectional study","10.1371/journal.pone.0230895","37","3","2022-12-13 expression of concern","Elisabeth M Bik, Actinopolyspora Biskrensis, Bombax Anceps, Scleria Hilsenbergii, Steve Harakeh, Perenniporia Nanlingensis, Suhad Bahijri, Gerris Pingreensis"
"2017","article","Public Library of Science (PLoS)","PLOS Neglected Tropical Diseases","Use of eschar swabbing for the molecular diagnosis and genotyping of Orientia tsutsugamushi causing scrub typhus in Quang Nam province, Vietnam","10.1371/journal.pntd.0005397","37","2","2022-12-13 expression of concern","Elisabeth M Bik, Philippe Parola, Pterocarpus Officinalis"
